color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score_orig;aspect_ratio;movie_facebook_likes;Title;Year;content_rating_omdb;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID;Source_Currency
Color;David Ayer;233.0;109.0;453.0;120.0;Martin Donovan;120.0;10499968.0;Action|Crime|Drama|Thriller;Mireille Enos;Sabotage ;47498.0;1458.0;Maurice Compte;3.0;dea|drug cartel|kicked in the crotch|strip club|tough girl;http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1;212.0;English;USA;R;35000000.0;2014;206.0;5.7;1.85;10000.0;Sabotage;2014;R;28/03/2014;109 min;Action, Crime, Drama;David Ayer;Skip Woods, David Ayer;Arnold Schwarzenegger, Sam Worthington, Terrence Howard;Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.;English, Spanish;United States;2 wins & 5 nominations total;https://m.media-amazon.com/images/M/MV5BMTUxNjI4MjEyN15BMl5BanBnXkFtZTgwMDUxMDM4MDE@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.7/10'};41.0;5.7;67682;tt1742334;movie;Inconnu;;Inconnu;;True;;;;;
Color;Lasse Hallström;184.0;115.0;529.0;325.0;Noah Lomax;325.0;71346930.0;Drama|Romance|Thriller;David Lyons;Safe Haven ;78008.0;1554.0;Mimi Kirkland;0.0;abusive husband|chick flick|north carolina|secret|widower;http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1;160.0;English;USA;PG-13;28000000.0;2013;447.0;6.7;2.35;23000.0;Safe Haven;2013;PG-13;14/02/2013;115 min;Drama, Romance, Thriller;Lasse Hallström;Dana Stevens, Gage Lansky, Nicholas Sparks;Julianne Hough, Josh Duhamel, Cobie Smulders;A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.;English, Portuguese;United States;3 wins & 7 nominations total;https://m.media-amazon.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.7/10'};34.0;6.7;119882;tt1702439;movie;Inconnu;;Inconnu;;True;;;;;
Color;Daniel Espinosa;298.0;115.0;79.0;820.0;Ryan Reynolds;820.0;126149655.0;Action|Crime|Mystery|Thriller;Denzel Washington;Safe House ;166693.0;36237.0;Sam Shepard;1.0;cia|cia agent|consulate|on the run|safe house;http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1;276.0;English;USA;R;85000000.0;2012;16000.0;6.8;2.35;19000.0;Safe House;2012;R;10/02/2012;115 min;Action, Thriller;Daniel Espinosa;David Guggenheim;Denzel Washington, Ryan Reynolds, Robert Patrick;a young cia agent is tasked with looking after a fugitive in a safe house. but when the safe house is attacked, he finds himself on the run with his charge.;English, Afrikaans;Japan, United States, South Africa;1 win & 7 nominations total;https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;6.7;246572;tt1599348;movie;;126373434.0;;;True;;;;;
Color;John Hamburg;33.0;88.0;29.0;117.0;Michael Lerner;117.0;21210.0;Comedy|Crime;Harvey Fierstein;Safe Men ;2735.0;1141.0;Josh Pais;0.0;gangster|organized crime|robbery|rosh hashanah|safecracking;http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1;52.0;English;USA;R;1000000.0;1998;230.0;;1.85;157.0;Safe Men;1998;;07/08/1998;;Comedy, Crime;John Hamburg;John Hamburg;Sam Rockwell, Steve Zahn, Michael Lerner;Two bad singers are mistaken for top safe-crackers at a bar;;;;;;;;;;;;;;;;;;;;
Color;Boaz Yakin;258.0;94.0;132.0;317.0;Reggie Lee;317.0;17120019.0;Action|Crime|Thriller;Jason Statham;Safe ;83097.0;27759.0;Robert John Burke;2.0;bodyguard|gang war|russian|russian mafia|triad;http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1;134.0;English;USA;R;30000000.0;2012;828.0;6.5;2.35;12000.0;Safe;2012;R;27/04/2012;94 min;Action, Crime, Thriller;Boaz Yakin;Boaz Yakin;Jason Statham, Catherine Chan, Chris Sarandon;Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei'...;English, Mandarin, Russian;United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.5/10'};55.0;6.5;123276;tt1656190;movie;Inconnu;;Inconnu;;True;;;;;
Color;Colin Trevorrow;271.0;86.0;365.0;522.0;Mark Duplass;522.0;4007792.0;Comedy|Drama|Romance;Mary Lynn Rajskub;Safety Not Guaranteed ;101287.0;2714.0;Jeff Garlin;0.0;classified ad|intern|magazine|time machine|time travel;http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1;260.0;English;USA;R;750000.0;2012;830.0;6.9;2.35;31000.0;Safety Not Guaranteed;2012;R;15/06/2012;86 min;Adventure, Comedy, Drama;Colin Trevorrow;Derek Connolly;Aubrey Plaza, Mark Duplass, Jake Johnson;Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.;English;United States;8 wins & 18 nominations total;https://m.media-amazon.com/images/M/MV5BZDAzYTlhZjktNmFkNi00YzZjLWI4NmMtYWI1MWJiYzYwNTlkXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.9/10'};72.0;6.9;133575;tt1862079;movie;Inconnu;;Inconnu;;True;;;;;
Color;Breck Eisner;163.0;124.0;42.0;848.0;Rainn Wilson;848.0;68642452.0;Action|Adventure|Comedy|Thriller;Matthew McConaughey;Sahara ;77673.0;13073.0;Delroy Lindo;3.0;beach|civil war|desert|dictator|ship;http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1;463.0;English;UK;PG-13;130000000.0;2005;973.0;6.0;2.35;0.0;Sahara;2005;PG-13;08/04/2005;124 min;Action, Adventure, Comedy;Breck Eisner;Clive Cussler, Thomas Dean Donnelly, Joshua Oppenheimer;Matthew McConaughey, Penélope Cruz, Steve Zahn;"master explorer dirk pitt goes on the adventure of a lifetime of seeking out a lost civil war battleship known as the ""ship of death"" in the deserts of west africa while helping a who doctor being hounded by a ruthless dictator.";English, French, Arabic;United Kingdom, France, Germany, Spain, United States;2 wins & 5 nominations total;https://m.media-amazon.com/images/M/MV5BMjExOTM4NDUzNV5BMl5BanBnXkFtZTcwOTgzNzczMw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}];41.0;6.1;107723;tt0318649;movie;;68671925.0;;;True;;;;;
Color;Hue Rhodes;45.0;85.0;0.0;966.0;Steve Buscemi;966.0;100669.0;Comedy|Drama;Peter Dinklage;Saint John of Las Vegas ;2522.0;36885.0;Romany Malco;1.0;city name in title|male frontal nudity|place name in title;http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1;11.0;English;USA;R;3800000.0;2009;12000.0;5.6;2.35;407.0;Saint John of Las Vegas;2009;R;10/06/2009;85 min;Comedy, Drama;Hue Rhodes;Hue Rhodes;Steve Buscemi, Romany Malco, Sarah Silverman;An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMTQ0NjMxMjk2NF5BMl5BanBnXkFtZTcwNzI5MDU4Mg@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.6/10'};32.0;5.6;2986;tt1276105;movie;Inconnu;;Inconnu;;True;;;;;
Color;Michael McGowan;47.0;98.0;12.0;149.0;Adam Butcher;149.0;795126.0;Comedy|Drama|Sport;Campbell Scott;Saint Ralph ;4976.0;955.0;Gordon Pinsent;1.0;boston marathon|coma|marathon|miracles|running;http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1;52.0;English;Canada;PG-13;6000000.0;2004;259.0;7.3;1.85;989.0;Saint Ralph;2004;PG-13;08/04/2005;98 min;Comedy, Drama, Sport;Michael McGowan;Michael McGowan;Adam Butcher, Campbell Scott, Jennifer Tilly;Saint Ralph is the unlikely story of Ralph Walker, a ninth-grader who outran everyone's expectations except his own in his bold quest to win the 1954 Boston Marathon.;English;Canada;6 wins & 9 nominations;https://m.media-amazon.com/images/M/MV5BNzkzODM3NDk3M15BMl5BanBnXkFtZTYwNDQ2NzA3._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.3/10'};51.0;7.3;6405;tt0384488;movie;Inconnu;;Inconnu;;True;;;;;
Color;Ryan Little;33.0;90.0;38.0;69.0;Larry Bagby;69.0;1310270.0;Action|Adventure|Drama|War;Corbin Allred;Saints and Soldiers ;17725.0;587.0;Kirby Heyborne;0.0;ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium;http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1;157.0;English;USA;PG-13;780000.0;2003;115.0;6.6;0;1000.0;Saints and Soldiers;2003;PG-13;25/03/2005;90 min;Action, Drama, War;Ryan Little;Geoffrey Panos, Matt Whitaker;Corbin Allred, Alexander Polinsky, Kirby Heyborne;Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.;English, German;United States;16 wins & 2 nominations total;https://m.media-amazon.com/images/M/MV5BMjA5NDEyNjg3NV5BMl5BanBnXkFtZTYwNDMyMjk2._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.6/10'};56.0;6.6;21925;tt0373283;movie;Inconnu;;Inconnu;;True;;;;;
Color;Phillip Noyce;330.0;101.0;176.0;282.0;Andre Braugher;282.0;118311368.0;Action|Crime|Mystery|Thriller;Angelina Jolie Pitt;Salt ;245621.0;12406.0;August Diehl;1.0;cia|on the run|russian|russian spy|strong female lead;http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1;514.0;English;USA;PG-13;110000000.0;2010;702.0;6.4;2.35;23000.0;Salt;2010;PG-13;23/07/2010;100 min;Action, Thriller;Phillip Noyce;Kurt Wimmer;Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor;a cia agent goes on the run after a defector accuses her of being a russian spy.;English, Russian, Korean;United States;Nominated for 1 Oscar. 4 wins & 16 nominations total;https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '65/100'}];65.0;6.5;340056;tt0944835;movie;;118311368.0;;;True;;;;;
Color;Oliver Stone;48.0;122.0;0.0;491.0;John Savage;491.0;47511360.0;Drama|History|Thriller|War;Jim Belushi;Salvador ;15175.0;2762.0;Juan Fernández;0.0;1980s|el salvador|political thriller|reagan administration|war journalism;http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1;89.0;English;UK;R;4500000.0;1986;652.0;7.3;1.85;1000.0;Salvador;1986;R;23/04/1986;122 min;Drama, History, Thriller;Oliver Stone;Oliver Stone, Richard Boyle;James Woods, Jim Belushi, Michael Murphy;A burnt-out photojournalist becomes involved in a Central American revolution.;English, Spanish;United States, Mexico, United Kingdom;Nominated for 2 Oscars. 4 wins & 9 nominations total;https://m.media-amazon.com/images/M/MV5BNDRiMjdlNDMtYjJiNC00MGQyLWE5NzQtZWZlNDY2MTY0Nzg4XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.3/10'};69.0;7.3;24556;tt0091886;movie;Inconnu;;Inconnu;;True;;;;;
Color;George Ratliff;48.0;96.0;3.0;38.0;Cree Kelly;38.0;27445.0;Action|Comedy|Drama|Thriller;Jim Gaffigan;Salvation Boulevard ;3788.0;561.0;Mike Eshaq;5.0;cross|doused with gasoline|pastor|security guard|shower;http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1;31.0;English;USA;R;9000000.0;2011;39.0;5.3;1.85;1000.0;Salvation Boulevard;2011;R;15/07/2011;96 min;Comedy, Crime, Drama;George Ratliff;Douglas Stone, George Ratliff, Larry Beinhart;Greg Kinnear, Pierce Brosnan, Marisa Tomei;Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.;English;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BNjAxMDg5MDY3Ml5BMl5BanBnXkFtZTcwMzg1MTc4NQ@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.3/10'};35.0;5.3;4865;tt1251743;movie;Inconnu;;Inconnu;;True;;;;;
Color;Ron Fricke;115.0;102.0;330.0;0.0;Balinese Tari Legong Dancers;0.0;2601847.0;Documentary|Music;Collin Alfredo St. Dic;Samsara ;22457.0;48.0;Puti Sri Candra Dewi;0.0;hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park;http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1;69.0;Inconnu;USA;PG-13;4000000.0;2011;0.0;8.4;2.35;26000.0;Samsara;2011;PG-13;23/08/2012;102 min;Documentary, Music;Ron Fricke;Ron Fricke, Mark Magidson;Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi;Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.;Inconnu;United States, Indonesia, Singapore, Thailand, Kenya, Denmark, Brazil, Jordan, United Arab Emirates, Saudi Arabia, South Africa, Italy, Ghana, Egypt, China, Japan, South Korea;1 win & 6 nominations total;https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.4/10'};65.0;8.4;39134;tt0770802;movie;Inconnu;;Inconnu;;True;;;;;
Color;Brad Peyton;358.0;114.0;62.0;884.0;Ioan Gruffudd;884.0;155181732.0;Action|Adventure|Drama|Thriller;Dwayne Johnson;San Andreas ;147497.0;16718.0;Archie Panjabi;0.0;disaster movie|earthquake|journey|natural disaster|san andreas fault;http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1;499.0;English;USA;PG-13;110000000.0;2015;2000.0;6.1;2.35;52000.0;San Andreas;2015;PG-13;29/05/2015;114 min;Action, Adventure, Thriller;Brad Peyton;Carlton Cuse, Andre Fabrizio, Jeremy Passmore;Dwayne Johnson, Carla Gugino, Alexandra Daddario;in the aftermath of a massive earthquake in california, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.;English;United States, Canada;2 wins & 10 nominations total;https://m.media-amazon.com/images/M/MV5BYmQzNDEzMzMtM2U5OS00YTUzLWI2NDYtYjI2NjAyNWE5YzMzXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '43/100'}];43.0;6.1;271110;tt2126355;movie;;155190832.0;;;True;;;;;
Color;Alister Grierson;244.0;108.0;24.0;653.0;Rhys Wakefield;653.0;23070045.0;Adventure|Drama|Thriller;Ioan Gruffudd;Sanctum ;47003.0;3892.0;Richard Roxburgh;0.0;cave|expedition|panic|rebreather|underwater;http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1;215.0;English;USA;R;30000000.0;2011;942.0;5.9;1.85;11000.0;Sanctum;2011;R;04/02/2011;108 min;Action, Adventure, Drama;Alister Grierson;John Garvin, Andrew Wight;Rhys Wakefield, Allison Cratchley, Christopher James Baker;An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.;English;Australia, United States;1 win & 1 nomination total;https://m.media-amazon.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.9/10'};42.0;5.9;58118;tt0881320;movie;Inconnu;;Inconnu;;True;;;;;
 Black and White;Allan Dwan;40.0;109.0;23.0;88.0;Richard Jaeckel;88.0;47511360.0;Action|Drama|Romance|War;James Brown;Sands of Iwo Jima ;7346.0;510.0;Forrest Tucker;0.0;battle|combat|heroic military|sergeant|tarawa;http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1;69.0;English;USA;Approved;1000000.0;1949;102.0;7.0;1.37;624.0;Sands of Iwo Jima;1949;Approved;01/03/1950;100 min;Action, Drama, Romance;Allan Dwan;Harry Brown, James Edward Grant;John Wayne, John Agar, Adele Mara;Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of disci...;English;United States;Nominated for 4 Oscars. 1 win & 5 nominations total;https://m.media-amazon.com/images/M/MV5BNTg5ZGI1YjUtYzUwMS00YTE0LThkNGEtMmNhZWYwOTY5MDRjXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.0/10'};75.0;7.0;11865;tt0041841;movie;Inconnu;;Inconnu;;True;;;;;
Color;Gilles Paquet-Brenner;136.0;111.0;15.0;121.0;Aidan Quinn;121.0;7691700.0;Drama|War;Kristin Scott Thomas;Sarah's Key ;12937.0;2140.0;Arben Bajraktaraj;2.0;apartment|escape|jewish family|journalist|key;http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1;73.0;French;France;PG-13;10000000.0;2010;767.0;7.5;2.35;0.0;Sarah's Key;2010;PG-13;22/07/2011;111 min;Drama, War;Gilles Paquet-Brenner;Tatiana De Rosnay, Serge Joncour, Gilles Paquet-Brenner;Kristin Scott Thomas, Mélusine Mayance, Niels Arestrup;In modern-day Paris, a journalist finds her life becoming entwined with a young girl whose family was torn apart during the notorious Vel' d'Hiv Roundup in 1942.;French, English, Italian, German, Yiddish;France;5 wins & 5 nominations;https://m.media-amazon.com/images/M/MV5BMTYyMzEyNzMxM15BMl5BanBnXkFtZTcwNzA5ODI1NQ@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.5/10'};59.0;7.5;18108;tt1668200;movie;Inconnu;;Inconnu;;True;;;;;
Color;Rohit Jugraj;1.0;141.0;2.0;32.0;Neeru Bajwa;32.0;47511360.0;Romance;Bhavkhandan Singh Rakhra;Sardaar Ji ;745.0;434.0;Diljit Dosanjh;2.0;Inconnu;http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1;8.0;Panjabi;Canada;Inconnu;3000000.0;2015;85.0;6.2;0;50.0;Sardarji;2015;0;26/06/2015;141 min;Comedy, Fantasy, Horror;Rohit Jugraj;Jatinder-Lall, Surmeet Maavi, Dheeraj Rattan;Diljit Dosanjh, Neeru Bajwa, Mandy Takhar;A fearless Indian ghost hunter who traps ghosts in bottles falls in love with a ghost.;Punjabi;India;Inconnu;https://m.media-amazon.com/images/M/MV5BYjVlMDdmYTYtYWY0OS00OGVjLTlmZjAtMGNlZjdjYmM3N2RiXkEyXkFqcGdeQXVyNjE4MTE3MDY@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.2/10'};54.0;6.2;1687;tt4080386;movie;Inconnu;;Inconnu;;True;;;;;
Color;Greg Tiernan;65.0;89.0;5.0;365.0;Salma Hayek;365.0;47511360.0;Adventure|Animation|Comedy|Fantasy;James Franco;Sausage Party ;3302.0;15795.0;Anders Holm;0.0;bread|coarse language|f word|sausage|tricked into lesbian sex;http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1;14.0;English;USA;R;19000000.0;2016;4000.0;6.1;1.85;13000.0;Sausage Party;2016;R;12/08/2016;89 min;Animation, Adventure, Comedy;Greg Tiernan, Conrad Vernon;Kyle Hunter, Ariel Shaffir, Seth Rogen;Seth Rogen, Kristen Wiig, Jonah Hill;A sausage leads a group of supermarket products on a journey to discover the truth about their existence and what really happens when they are picked off the shelf.;English;Canada, United States;1 win & 26 nominations total;https://m.media-amazon.com/images/M/MV5BMjkxOTk1MzY4MF5BMl5BanBnXkFtZTgwODQzOTU5ODE@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.1/10'};66.0;6.1;221851;tt1700841;movie;Inconnu;;Inconnu;;True;;;;;
Color;Tom Kalin;121.0;97.0;4.0;577.0;Elena Anaya;577.0;434417.0;Drama;Eddie Redmayne;Savage Grace ;8867.0;15093.0;Stephen Dillane;1.0;incest|male nudity|older man younger woman relationship|orgasm|son murders mother;http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1;65.0;English;Spain;Not Rated;4600000.0;2007;1000.0;5.7;1.85;0.0;Savage Grace;2007;Not Rated;30/05/2008;97 min;Drama;Tom Kalin;Howard A. Rodman, Natalie Robins, Steven M.L. Aronson;Julianne Moore, Eddie Redmayne, Stephen Dillane;A dramatization of the shocking Barbara Daly Baekeland murder case, which happened in a posh London flat on Friday 17 November 1972. The bloody crime caused a stir on both sides of the Atlantic and remains one of the most memorabl...;English, French, Spanish;France, Spain, United States;1 win & 3 nominations total;https://m.media-amazon.com/images/M/MV5BMTIyNjYwNjgwNF5BMl5BanBnXkFtZTcwMTEzNDk2MQ@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.7/10'};51.0;5.7;12437;tt0379976;movie;Inconnu;;Inconnu;;True;;;;;
 Black and White;Oliver Stone;339.0;141.0;0.0;404.0;Shea Whigham;404.0;47307550.0;Crime|Drama|Thriller;Demián Bichir;Savages ;104301.0;1948.0;Gary Stretch;4.0;arms tied overhead|damsel in distress|dea|marijuana|southern california;http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1;269.0;English;USA;R;45000000.0;2012;463.0;6.5;2.35;28000.0;Savages;2012;R;06/07/2012;131 min;Crime, Drama, Thriller;Oliver Stone;Shane Salerno, Don Winslow, Oliver Stone;Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively;pot growers ben and chon face off against the mexican drug cartel who kidnapped their shared girlfriend.;English, Spanish;United States;7 nominations total;https://m.media-amazon.com/images/M/MV5BMTk0ODIyNDAyMF5BMl5BanBnXkFtZTcwMTQ5Nzg3Nw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '59/100'}];59.0;6.4;136031;tt1615065;movie;;47382068.0;;;True;;;;;
Color;Thomas Carter;101.0;112.0;49.0;237.0;Terry Kinney;237.0;91038276.0;Drama|Music|Romance;Sean Patrick Thomas;Save the Last Dance ;47876.0;1307.0;Fredro Starr;0.0;dance|dancing|ghetto|hip hop|imperative in title;http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1;320.0;English;USA;PG-13;13000000.0;2001;363.0;6.2;1.85;0.0;Save the Last Dance;2001;PG-13;12/01/2001;112 min;Drama, Music, Romance;Thomas Carter;Duane Adler, Cheryl Edwards;Julia Stiles, Sean Patrick Thomas, Kerry Washington;A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.;English;United States;7 wins & 8 nominations total;https://m.media-amazon.com/images/M/MV5BMTY1ZjVmNTUtZTdmMC00MDdhLThkMGQtZjM3MTAxZWI3M2ViXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.2/10'};53.0;6.2;68378;tt0206275;movie;Inconnu;;Inconnu;;True;;;;;
Color;Brian Dannelly;121.0;92.0;12.0;797.0;Patrick Fugit;797.0;8786715.0;Comedy|Drama;Macaulay Culkin;Saved! ;40274.0;5668.0;Eva Amurri Martino;5.0;christian|jewish|pastor|school|virginity;http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1;324.0;English;USA;PG-13;5000000.0;2004;835.0;6.7;1.85;0.0;Saved!;2004;PG-13;11/06/2004;92 min;Comedy, Drama;Brian Dannelly;Brian Dannelly, Michael Urban;Jena Malone, Mandy Moore, Macaulay Culkin;When a girl attending a Christian high school becomes pregnant, all of her former friends turn on her and she is ostracized and demonized.;English;United States, Canada;1 win & 6 nominations total;https://m.media-amazon.com/images/M/MV5BMTQ1ODM1ODU1N15BMl5BanBnXkFtZTcwMjI5MzA3NA@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.7/10'};62.0;6.7;49792;tt0332375;movie;Inconnu;;Inconnu;;True;;;;;
Color;Alice Wu;54.0;96.0;13.0;209.0;Ato Essandoh;209.0;1186323.0;Comedy|Drama|Romance;Joan Chen;Saving Face ;7776.0;1396.0;Jessica Hecht;0.0;chinese|chinese american|lesbian love|mother daughter relationship|surgeon;http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1;84.0;English;USA;R;37867215.0;2004;265.0;7.4;1.85;774.0;Saving Face;2004;R;24/06/2005;91 min;Comedy, Drama, Romance;Alice Wu;Alice Wu;Michelle Krusiec, Joan Chen, Lynn Chen;A gay Chinese-American and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.;English, Mandarin, Shanghainese;United States;3 wins & 3 nominations total;https://m.media-amazon.com/images/M/MV5BZTc4YzA2MDgtYWZhMC00ZDZjLWFiNjgtNzYzNDY1Y2M3ZjhhXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.4/10'};65.0;7.4;14898;tt0384504;movie;Inconnu;;Inconnu;;True;;;;;
Color;John Lee Hancock;405.0;125.0;102.0;825.0;Ruth Wilson;825.0;83299761.0;Biography|Comedy|Drama|History|Music;Tom Hanks;Saving Mr. Banks ;117719.0;19809.0;B.J. Novak;2.0;author|disney|loss of father|reference to walt disney|suppression of emotion;http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1;306.0;English;USA;PG-13;35000000.0;2013;2000.0;7.5;2.35;39000.0;Saving Mr. Banks;2013;PG-13;20/12/2013;125 min;Biography, Comedy, Drama;John Lee Hancock;Kelly Marcel, Sue Smith;Emma Thompson, Tom Hanks, Annie Rose Buckley;P. L. Travers, a London author who is financially broke, visits Los Angeles to meet Walt Disney, who is keen to adapt her Mary Poppins books for the cinema. However, his methods do not meet her approval.;English;Australia, United Kingdom, United States;Nominated for 1 Oscar. 13 wins & 74 nominations total;https://m.media-amazon.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.5/10'};65.0;7.5;174077;tt2140373;movie;Inconnu;;Inconnu;;True;;;;;
